order,note_id,status,front_text,tokens,new_tokens
388,1773328250320,KEEP,Dia tiba-tiba melangkah menyamping dariku,dariku | dia | melangkah | menyamping | tiba-tiba,dariku | melangkah | menyamping
389,1773328266206,KEEP,Aku tidak melangkah mundur kemarin,aku | kemarin | melangkah | mundur | tidak,mundur
390,1773328388282,KEEP,Festival besar itu diadakan Maret,besar | diadakan | festival | itu | maret,maret
391,1773328508233,KEEP,Apakah ujianmu dimulai April?,apakah | april | dimulai | ujianmu,april | ujianmu
392,1773328525232,KEEP,Aku akan pindah kota pada Mei,akan | aku | kota | mei | pada | pindah,mei
393,1773328535997,KEEP,Rapat itu dijadwalkan pada Senin,dijadwalkan | itu | pada | rapat | senin,dijadwalkan | senin
394,1773328558767,KEEP,Apakah liburanmu dimulai Juni?,apakah | dimulai | juni | liburanmu,juni | liburanmu
395,1773328573669,KEEP,Kami belum merencanakan liburan tahun ini,belum | ini | kami | liburan | merencanakan | tahun,liburan | merencanakan
396,1773328584623,KEEP,Festival musik itu diadakan Juli,diadakan | festival | itu | juli | musik,juli
397,1773328597132,KEEP,Aku belum pernah mengunjungi Bali Agustus,agustus | aku | bali | belum | mengunjungi | pernah,agustus | bali | mengunjungi
398,1773328761844,KEEP,Apakah semester baru dimulai September?,apakah | baru | dimulai | semester | september,semester | september
399,1773328768608,KEEP,Dia tiba-tiba tertawa saat mendengar lelucon,dia | lelucon | mendengar | saat | tertawa | tiba-tiba,tertawa
400,1773328823763,KEEP,Festival film itu diadakan Oktober,diadakan | festival | film | itu | oktober,oktober
401,1773328832374,KEEP,Apakah proyek itu selesai November?,apakah | itu | november | proyek | selesai,november
402,1773328841762,KEEP,Kami biasanya liburan panjang Desember,biasanya | desember | kami | liburan | panjang,biasanya | desember
403,1773328891095,KEEP,Aku tidak menemukan pena biruku,aku | biruku | menemukan | pena | tidak,biruku | pena
404,1773328912688,KEEP,Apakah kapal itu menuju timur?,apakah | itu | kapal | menuju | timur,kapal
405,1773328923006,KEEP,Kami tidak pernah tinggal di utara,di | kami | pernah | tidak | tinggal | utara,utara
406,1773328942506,KEEP,Desa kecil itu terletak dekat sungai,dekat | desa | itu | kecil | sungai | terletak,sungai | terletak
407,1773328951908,KEEP,Mengapa sungai ini tampak sangat keruh?,ini | keruh | mengapa | sangat | sungai | tampak,keruh
408,1773329023894,KEEP,Mengapa dinding itu terlihat retak?,dinding | itu | mengapa | retak | terlihat,dinding | retak
409,1773329034847,KEEP,Kaca itu sudah retak sejak kemarin,itu | kaca | kemarin | retak | sejak | sudah,kaca
410,1773329049892,KEEP,Apakah kaca jendela itu pecah?,apakah | itu | jendela | kaca | pecah,pecah
411,1773329060710,KEEP,Balon itu tidak pecah tadi,balon | itu | pecah | tadi | tidak,balon
412,1773329094212,KEEP,Mengapa wajahmu tiba-tiba merah?,mengapa | merah | tiba-tiba | wajahmu,wajahmu
413,1773329099198,KEEP,Apakah kertas itu benar-benar putih?,apakah | benar-benar | itu | kertas | putih,kertas | putih
414,1773329136019,KEEP,Kertas ini tidak cukup tebal,cukup | ini | kertas | tebal | tidak,tebal
415,1773329173397,KEEP,Aku akan mencoba resep baru,akan | aku | baru | mencoba | resep,resep
416,1773329184729,KEEP,Resep ini belum pernah aku gunakan,aku | belum | gunakan | ini | pernah | resep,gunakan
417,1773329214812,KEEP,Mengapa kamu tidak pakai sepatu?,kamu | mengapa | pakai | sepatu | tidak,pakai
418,1773329226912,KEEP,Cahaya itu tidak cukup terang,cahaya | cukup | itu | terang | tidak,cahaya
419,1773329236866,KEEP,Lampu kecil itu akan menerangi jalan,akan | itu | jalan | kecil | lampu | menerangi,menerangi
420,1773329312344,KEEP,Aku ingin es dalam minuman,aku | dalam | es | ingin | minuman,dalam | es
421,1773329317990,KEEP,Mengapa laut tampak biru hari ini?,biru | hari | ini | laut | mengapa | tampak,biru
422,1773329335900,KEEP,Mengapa bunga itu tampak merah muda?,bunga | itu | mengapa | merah | muda | tampak,bunga
423,1773329348148,KEEP,Bunga itu belum mekar pagi ini,belum | bunga | ini | itu | mekar | pagi,mekar
424,1773335609131,KEEP,Aku belum paham kalimat itu,aku | belum | itu | kalimat | paham,paham
425,1773335622785,KEEP,Apakah kamu punya contoh lain?,apakah | contoh | kamu | lain | punya,contoh
426,1773335727388,KEEP,Berita itu disiarkan lewat saluran ini,berita | disiarkan | ini | itu | lewat | saluran,berita | disiarkan | lewat | saluran
427,1773335733510,KEEP,Aku akan mengikuti saranmu besok,akan | aku | besok | mengikuti | saranmu,mengikuti | saranmu
428,1773335765525,KEEP,Aku tidak selalu mengikuti nasihatnya,aku | mengikuti | nasihatnya | selalu | tidak,nasihatnya
429,1773335774646,KEEP,Mengapa kamu menolak nasihatku tadi?,kamu | mengapa | menolak | nasihatku | tadi,nasihatku
430,1773335815401,KEEP,Pesan itu dikirim lewat email tadi,dikirim | email | itu | lewat | pesan | tadi,dikirim | email
431,1773335846380,KEEP,Obrolan itu belum selesai tadi,belum | itu | obrolan | selesai | tadi,obrolan
432,1773335866628,KEEP,Apakah kamu membaca utas itu?,apakah | itu | kamu | membaca | utas,utas
433,1773335871711,KEEP,Pesan itu belum dibaca siapa pun,belum | dibaca | itu | pesan | pun | siapa,dibaca
434,1773335896313,KEEP,Obrolan itu akan berlanjut nanti,akan | berlanjut | itu | nanti | obrolan,berlanjut
435,1773335906621,KEEP,Diskusi itu tidak berlanjut lama,berlanjut | diskusi | itu | lama | tidak,diskusi
436,1773335929524,KEEP,Ini bukan kesempatan terakhirku,bukan | ini | kesempatan | terakhirku,terakhirku
437,1773335958290,KEEP,Aplikasi itu akan diperbarui besok,akan | aplikasi | besok | diperbarui | itu,diperbarui
438,1773335964171,KEEP,Aku belum menerima panggilan darimu,aku | belum | darimu | menerima | panggilan,darimu | panggilan
439,1773335972809,KEEP,Dia bukan anggota klub itu,anggota | bukan | dia | itu | klub,anggota | klub
440,1773335981999,KEEP,Apakah kamu akan bergabung tim kami?,akan | apakah | bergabung | kami | kamu | tim,bergabung
441,1773336003413,KEEP,Apakah kata ini termasuk verba?,apakah | ini | kata | termasuk | verba,termasuk | verba
442,1773336044180,KEEP,Apakah biaya itu termasuk pajak?,apakah | biaya | itu | pajak | termasuk,biaya | pajak
443,1773336053473,KEEP,Aku sedang mempelajari tata bahasa baru,aku | bahasa | baru | mempelajari | sedang | tata,tata
444,1773336067395,KEEP,Tata ruang kantor itu rapi,itu | kantor | rapi | ruang | tata,rapi | ruang
445,1773336082549,KEEP,Mejaku selalu rapi setiap pagi,mejaku | pagi | rapi | selalu | setiap,mejaku | setiap
446,1773336103985,KEEP,Video itu belum dibagikan kemarin,belum | dibagikan | itu | kemarin | video,dibagikan | video
447,1773336140087,KEEP,Aku sedang cari kunci motorku,aku | cari | kunci | motorku | sedang,motorku
448,1773336144698,KEEP,Apakah kamu akan temu jawabannya?,akan | apakah | jawabannya | kamu | temu,temu
449,1773336163930,KEEP,Aku belum temukan dompetku tadi,aku | belum | dompetku | tadi | temukan,temukan
450,1773336178679,KEEP,Grup itu tidak aktif lagi,aktif | grup | itu | lagi | tidak,grup
451,1773336205978,KEEP,Gambar itu akan dicetak besok,akan | besok | dicetak | gambar | itu,dicetak | gambar
452,1773336211913,KEEP,Pesan itu belum aku kirim,aku | belum | itu | kirim | pesan,kirim
453,1773336225214,KEEP,Foto itu tidak dicetak kemarin,dicetak | foto | itu | kemarin | tidak,foto
454,1773336231771,KEEP,Aku belum lihat hasilnya,aku | belum | hasilnya | lihat,hasilnya | lihat
455,1773336251495,KEEP,Apakah ada pilihan lainnya sekarang?,ada | apakah | lainnya | pilihan | sekarang,lainnya | pilihan
456,1773336274332,KEEP,Aku belum memilih kursus itu,aku | belum | itu | kursus | memilih,kursus
457,1773336279715,KEEP,Pilihan itu tidak mudah bagiku,bagiku | itu | mudah | pilihan | tidak,mudah
458,1773336295937,KEEP,Proses itu akan dioptimalkan segera,akan | dioptimalkan | itu | proses | segera,dioptimalkan | proses | segera
459,1773336308596,KEEP,Aku akan segera menghubungimu,akan | aku | menghubungimu | segera,menghubungimu
460,1773336321334,KEEP,Aku belum menghubungi klien itu,aku | belum | itu | klien | menghubungi,klien | menghubungi
461,1773336360693,KEEP,Selamat datang di rumah kami,datang | di | kami | rumah | selamat,selamat
462,1773336406630,KEEP,Aku membeli kopi dan roti,aku | dan | kopi | membeli | roti,dan | roti
463,1773336574658,KEEP,Semua anggota akan hadir besok,akan | anggota | besok | hadir | semua,hadir
464,1773336587713,KEEP,Apakah aturan itu selalu diikuti?,apakah | aturan | diikuti | itu | selalu,diikuti
465,1773337015728,KEEP,Sebutan itu tidak dipakai lagi,dipakai | itu | lagi | sebutan | tidak,sebutan
466,1773337053295,KEEP,Sepatu itu akan kubeli besok,akan | besok | itu | kubeli | sepatu,kubeli
467,1773337111187,KEEP,Sandi itu tidak boleh dibagikan,boleh | dibagikan | itu | sandi | tidak,sandi
468,1773337141527,KEEP,Tandai pesan penting itu sekarang,itu | penting | pesan | sekarang | tandai,tandai
469,1773337147693,KEEP,Dia telah menyelesaikan proyek besar,besar | dia | menyelesaikan | proyek | telah,telah
470,1773337176921,KEEP,Dia bekerja sebagai penerjemah sekarang,bekerja | dia | penerjemah | sebagai | sekarang,penerjemah | sebagai
471,1773337302718,KEEP,Aku bukan penerjemah profesional,aku | bukan | penerjemah | profesional,profesional
472,1773337308128,KEEP,Sesuaikan jadwalmu sebelum rapat,jadwalmu | rapat | sebelum | sesuaikan,jadwalmu | sesuaikan
473,1773337327405,KEEP,Tampilan aplikasi itu sudah berubah,aplikasi | berubah | itu | sudah | tampilan,tampilan
474,1773337337016,KEEP,Cuaca tiba-tiba berubah tadi,berubah | cuaca | tadi | tiba-tiba,cuaca
475,1773337364889,KEEP,Balon itu tiba-tiba ciut tadi,balon | ciut | itu | tadi | tiba-tiba,ciut
476,1773337386418,KEEP,Aku kadang-kadang lupa kunci rumah,aku | kadang-kadang | kunci | lupa | rumah,kadang-kadang
477,1773337406933,KEEP,Jangan sentuh tombol itu sekarang,itu | jangan | sekarang | sentuh | tombol,tombol
478,1773337414505,KEEP,Aku tidak khawatir tentang ujian itu,aku | itu | khawatir | tentang | tidak | ujian,khawatir
479,1773337428516,KEEP,Apakah tombol itu sudah ditekan?,apakah | ditekan | itu | sudah | tombol,ditekan
480,1773337459614,KEEP,Tekan tombol merah sekarang,merah | sekarang | tekan | tombol,tekan
481,1773394929250,KEEP,Aku buta warna sejak kecil,aku | buta | kecil | sejak | warna,buta
482,1773394946235,KEEP,Anaknya lahir tadi pagi,anaknya | lahir | pagi | tadi,anaknya
483,1773394951679,KEEP,Apakah sup ini pakai ketumbar?,apakah | ini | ketumbar | pakai | sup,ketumbar
484,1773394961652,KEEP,Pelangi muncul setelah hujan berhenti,berhenti | hujan | muncul | pelangi | setelah,pelangi
485,1773395000354,KEEP,Aku sedang membilas sayur di dapur,aku | dapur | di | membilas | sayur | sedang,membilas | sayur
486,1773395302362,KEEP,Pilih satu antara kopi atau teh?,antara | atau | kopi | pilih | satu | teh,antara | pilih
487,1773395326355,KEEP,Dinding beton itu sangat kuat,beton | dinding | itu | kuat | sangat,beton
488,1773395386244,KEEP,Ekosistem laut sedang berubah cepat,berubah | cepat | ekosistem | laut | sedang,ekosistem
489,1773395472876,KEEP,Hotel itu akan terasa sangat mewah,akan | hotel | itu | mewah | sangat | terasa,hotel | mewah
490,1773395482350,KEEP,Aku belum pernah menginap di hotel,aku | belum | di | hotel | menginap | pernah,menginap
491,1773408973594,KEEP,Mengapa reaksinya begitu cepat?,begitu | cepat | mengapa | reaksinya,reaksinya
492,1773409351668,KEEP,Aku akan ambil buku itu,akan | aku | ambil | buku | itu,ambil
493,1773409445189,KEEP,Aku akan alih tugas ini besok,akan | aku | alih | besok | ini | tugas,alih
494,1773409491956,KEEP,Pintunya sudah terkunci dari dalam,dalam | dari | pintunya | sudah | terkunci,pintunya | terkunci
495,1773409521072,KEEP,Kucing itu tidur dalam kotak,dalam | itu | kotak | kucing | tidur,kotak
496,1773409547355,KEEP,Kotak itu akan kukirim besok,akan | besok | itu | kotak | kukirim,kukirim
497,1773409603515,KEEP,Mengapa kamu tidak angkat teleponku?,angkat | kamu | mengapa | teleponku | tidak,angkat | teleponku
498,1773409621448,KEEP,Ponselku sedang dicas sekarang,dicas | ponselku | sedang | sekarang,dicas | ponselku
499,1773409637356,KEEP,Ponsel itu belum dicas semalaman,belum | dicas | itu | ponsel | semalaman,ponsel | semalaman
500,1773409681758,KEEP,Aku akan bekerja seharian besok,akan | aku | bekerja | besok | seharian,seharian
501,1773409754525,KEEP,Mengapa mikrofon itu tidak berfungsi?,berfungsi | itu | mengapa | mikrofon | tidak,berfungsi | mikrofon
502,1773409795811,KEEP,Hutan ini menjaga ekosistem tetap seimbang,ekosistem | hutan | ini | menjaga | seimbang | tetap,hutan | seimbang
503,1773409919841,KEEP,Harga dan kualitasnya tidak seimbang,dan | harga | kualitasnya | seimbang | tidak,kualitasnya
504,1773409942322,KEEP,Kualitas suaranya sedang menurun hari ini,hari | ini | kualitas | menurun | sedang | suaranya,kualitas | menurun | suaranya
505,1773409947274,KEEP,Mengapa harga kopi naik lagi?,harga | kopi | lagi | mengapa | naik,naik
506,1773409960742,KEEP,Penjualan toko itu menurun sejak Januari,itu | januari | menurun | penjualan | sejak | toko,penjualan
507,1773409971997,KEEP,Penjualan minggu ini belum meningkat,belum | ini | meningkat | minggu | penjualan,meningkat
508,1773410063777,KEEP,Anak itu sedang makan es krim,anak | es | itu | krim | makan | sedang,krim
509,1773410099470,KEEP,Koki akan menambahkan garam nanti,akan | garam | koki | menambahkan | nanti,koki
510,1773410162620,KEEP,Koki itu belum menyiapkan makanannya,belum | itu | koki | makanannya | menyiapkan,makanannya
511,1773410192731,KEEP,Apakah kamu sudah menyiapkan dokumennya?,apakah | dokumennya | kamu | menyiapkan | sudah,dokumennya
512,1773410230514,KEEP,Aku akan gabung tim itu,akan | aku | gabung | itu | tim,gabung
513,1773410235571,KEEP,Dia sedang rekap laporan penjualan,dia | laporan | penjualan | rekap | sedang,rekap
514,1773410278011,KEEP,Bulan belum terlihat malam ini,belum | bulan | ini | malam | terlihat,bulan
515,1773410293196,KEEP,Hujan deras itu akhirnya reda,akhirnya | deras | hujan | itu | reda,deras | reda
516,1773410306939,KEEP,Harga tiketnya masih sangat rendah,harga | masih | rendah | sangat | tiketnya,rendah | tiketnya
517,1773523698469,KEEP,Aku akan mengejar ambisiku tahun ini,akan | aku | ambisiku | ini | mengejar | tahun,ambisiku
518,1773523711971,KEEP,Mengapa kamu mengejar mimpi itu?,itu | kamu | mengapa | mengejar | mimpi,mimpi
519,1773523725322,KEEP,Aku pernah bermimpi tentang laut luas,aku | bermimpi | laut | luas | pernah | tentang,luas
520,1773523747269,KEEP,Aku sedang menatap laut sore ini,aku | ini | laut | menatap | sedang | sore,menatap
521,1773523777422,KEEP,Apakah kamu akan ke gym besok?,akan | apakah | besok | gym | kamu | ke,gym
522,1773523787994,KEEP,Aku tidak menatap layar sepanjang hari,aku | hari | layar | menatap | sepanjang | tidak,layar | sepanjang
523,1773523807874,KEEP,"Sepanjang perjalanan, aku tetap diam",aku | diam | perjalanan | sepanjang | tetap,diam
524,1773523902580,KEEP,"Sepatuku belum kering, masih basah",basah | belum | kering | masih | sepatuku,basah | kering | sepatuku
525,1773523914797,KEEP,Pakaian itu akan kering besok,akan | besok | itu | kering | pakaian,pakaian
526,1773523930200,KEEP,Aku masih menunggu jawabanmu,aku | jawabanmu | masih | menunggu,jawabanmu
527,1773523965987,KEEP,Perusahaan itu akan ekspor kopi tahun depan,akan | depan | ekspor | itu | kopi | perusahaan | tahun,ekspor
528,1773523973469,KEEP,Dokter menanyakan riwayat penyakitku kemarin,dokter | kemarin | menanyakan | penyakitku | riwayat,menanyakan | penyakitku | riwayat
529,1773524000402,KEEP,Mengapa kamu menanyakan hal itu?,hal | itu | kamu | menanyakan | mengapa,hal
530,1773524037228,KEEP,Dia belum pernah menderita penyakit serius,belum | dia | menderita | penyakit | pernah | serius,menderita | penyakit
531,1773524094756,KEEP,Aku belum memeriksa akun bankku hari ini,aku | akun | bankku | belum | hari | ini | memeriksa,akun | bankku
532,1773524106024,KEEP,Aku akan hapus pesan itu sekarang,akan | aku | hapus | itu | pesan | sekarang,hapus
533,1773524113151,KEEP,Guru ingin memupuk rasa ingin tahu,guru | ingin | memupuk | rasa | tahu,memupuk | rasa
534,1773524133800,KEEP,Mengapa bank itu tutup hari ini?,bank | hari | ini | itu | mengapa | tutup,bank
535,1773524141810,KEEP,Aku tidak merasakan rasa takut tadi,aku | merasakan | rasa | tadi | takut | tidak,merasakan | takut
536,1773524149922,KEEP,Rasa ingin tahuku belum terjawab,belum | ingin | rasa | tahuku | terjawab,tahuku | terjawab
537,1773524163023,KEEP,Aku sedang merasakan angin laut dingin,aku | angin | dingin | laut | merasakan | sedang,angin
538,1773524208556,KEEP,Aku sedang memegang tangga besar itu,aku | besar | itu | memegang | sedang | tangga,memegang | tangga
539,1773524223695,KEEP,Mengapa dia memegang tanganku tadi?,dia | memegang | mengapa | tadi | tanganku,tanganku
540,1773524250277,KEEP,Aku akan melukis dengan jari nanti,akan | aku | dengan | jari | melukis | nanti,jari | melukis
541,1773524274695,KEEP,Rambutku belum kering setelah mandi,belum | kering | mandi | rambutku | setelah,mandi | rambutku
542,1773524351821,KEEP,Sabun ini tidak membuat kulit kering,ini | kering | kulit | membuat | sabun | tidak,kulit | sabun
543,1773524357487,KEEP,Sepatuku bau karena hujan kemarin,bau | hujan | karena | kemarin | sepatuku,bau
544,1773524381553,KEEP,Kulitku masih terasa dingin sekarang,dingin | kulitku | masih | sekarang | terasa,kulitku
545,1773524490074,KEEP,Kesabaran adalah kunci keberhasilan,adalah | keberhasilan | kesabaran | kunci,adalah | keberhasilan | kesabaran
546,1773524510219,KEEP,Kesabaranmu belum habis hari ini,belum | habis | hari | ini | kesabaranmu,kesabaranmu
547,1773524517479,KEEP,Aku akan tetap sabar menunggu kabar,akan | aku | kabar | menunggu | sabar | tetap,sabar
548,1773524547661,KEEP,Kakiku masih sakit setelah lari,kakiku | lari | masih | sakit | setelah,kakiku | lari
549,1773524558015,KEEP,Apakah kakimu sudah sembuh sekarang?,apakah | kakimu | sekarang | sembuh | sudah,kakimu | sembuh
550,1773524689467,KEEP,Aku belum sembuh dari flu,aku | belum | dari | flu | sembuh,flu
551,1773524826715,KEEP,Lenganku belum kuat mengangkat kotak,belum | kotak | kuat | lenganku | mengangkat,lenganku | mengangkat
552,1773524838533,KEEP,Punggungku terasa sakit setelah kerja,kerja | punggungku | sakit | setelah | terasa,punggungku
553,1773524847110,KEEP,Kepalaku tidak pusing lagi hari ini,hari | ini | kepalaku | lagi | pusing | tidak,pusing
554,1773524860277,KEEP,Janggutnya tidak terlalu panjang sekarang,janggutnya | panjang | sekarang | terlalu | tidak,janggutnya
555,1773524887737,KEEP,Sikuku sakit karena jatuh kemarin,jatuh | karena | kemarin | sakit | sikuku,sikuku
556,1773647184546,KEEP,Prasangka itu belum tentu benar,belum | benar | itu | prasangka | tentu,prasangka | tentu
557,1773647205200,KEEP,Pesanku belum dijawab sejak kemarin,belum | dijawab | kemarin | pesanku | sejak,dijawab
558,1773647217029,KEEP,Aku sudah mengirim faktur kemarin,aku | faktur | kemarin | mengirim | sudah,faktur
559,1773647270950,KEEP,Aku tidak setujui rencana itu,aku | itu | rencana | setujui | tidak,setujui
560,1773647279164,KEEP,Apakah kamu setuju dengan keputusan itu?,apakah | dengan | itu | kamu | keputusan | setuju,keputusan | setuju
561,1773647307542,KEEP,Aku belum minta izin orang tua,aku | belum | izin | minta | orang | tua,minta
562,1773647327369,KEEP,Aku akan minta bantuan besok,akan | aku | bantuan | besok | minta,bantuan
563,1773647347225,KEEP,Bisakah kamu bantu aku sekarang?,aku | bantu | bisakah | kamu | sekarang,bantu | bisakah
564,1773647413802,KEEP,Hewan itu sedang tidur di kebun,di | hewan | itu | kebun | sedang | tidur,hewan | kebun
565,1773647457323,KEEP,Tanaman itu tidak tumbuh cepat,cepat | itu | tanaman | tidak | tumbuh,tanaman | tumbuh
566,1773647464926,KEEP,Tubuhku masih terasa lelah,lelah | masih | terasa | tubuhku,tubuhku
567,1773647479565,KEEP,Badanku belum terasa lebih baik,badanku | baik | belum | lebih | terasa,badanku
568,1773647698970,KEEP,Apakah kamu sedang mengupas kentang?,apakah | kamu | kentang | mengupas | sedang,kentang | mengupas
569,1773647724426,KEEP,Aku sedang mengupas mangga matang,aku | mangga | matang | mengupas | sedang,matang
570,1773647738679,KEEP,Mengapa langit sore terlihat kuning?,kuning | langit | mengapa | sore | terlihat,kuning
571,1773648913153,KEEP,Apel itu belum matang sepenuhnya,apel | belum | itu | matang | sepenuhnya,apel | sepenuhnya
572,1773648924566,KEEP,Aku akan membeli jeruk segar nanti,akan | aku | jeruk | membeli | nanti | segar,jeruk
573,1773648941027,KEEP,Apakah kamu mengerti penjelasan itu?,apakah | itu | kamu | mengerti | penjelasan,penjelasan
574,1773648952129,KEEP,Penjelasanmu tadi sangat jelas,jelas | penjelasanmu | sangat | tadi,penjelasanmu
575,1773650255780,KEEP,Api itu tidak padam semalam,api | itu | padam | semalam | tidak,api
576,1773650273880,KEEP,Apakah sendok itu sudah kamu cuci?,apakah | cuci | itu | kamu | sendok | sudah,cuci | sendok
577,1773676247167,KEEP,Piring itu akan pecah nanti,akan | itu | nanti | pecah | piring,piring
578,1773739943082,KEEP,Aku tidak suka campuran rasa aneh,aku | aneh | campuran | rasa | suka | tidak,campuran
579,1773740002456,KEEP,Hari-hari ini terasa sangat rumit bagiku,bagiku | hari-hari | ini | rumit | sangat | terasa,hari-hari | rumit
580,1773740008671,KEEP,Aku sudah mendownload file itu kemarin,aku | file | itu | kemarin | mendownload | sudah,file | mendownload
581,1773740048736,KEEP,Hari-hari mendatang akan terasa lebih ringan,akan | hari-hari | lebih | mendatang | ringan | terasa,mendatang | ringan
582,1773740100084,KEEP,Apakah acara mendatang sudah kamu rencanakan?,acara | apakah | kamu | mendatang | rencanakan | sudah,rencanakan
583,1773740311920,KEEP,Dia sedang membawa hadiah untukmu sekarang,dia | hadiah | membawa | sedang | sekarang | untukmu,hadiah
584,1773740380491,KEEP,"Piring itu bukan milikku, jangan ambil",ambil | bukan | itu | jangan | milikku | piring,milikku
585,1773740389759,KEEP,Jangan kamu ganggu aku saat bekerja,aku | bekerja | ganggu | jangan | kamu | saat,ganggu
586,1773740432828,KEEP,Dia pernah merana karena kehilangan arah,arah | dia | karena | kehilangan | merana | pernah,arah | merana
587,1773740454803,KEEP,Apa maksudmu dengan ucapan tadi?,apa | dengan | maksudmu | tadi | ucapan,ucapan
588,1773740574336,KEEP,Ucapanmu akan aku ingat selamanya,akan | aku | ingat | selamanya | ucapanmu,ingat | selamanya | ucapanmu
589,1773740634959,KEEP,Aku akan mencintaimu selamanya,akan | aku | mencintaimu | selamanya,mencintaimu
590,1773740656659,KEEP,Apakah ini akan berlangsung selamanya?,akan | apakah | berlangsung | ini | selamanya,berlangsung
591,1773740660116,KEEP,Kami pernah berharap hidup bahagia selamanya,bahagia | berharap | hidup | kami | pernah | selamanya,bahagia | berharap
592,1773740687149,KEEP,Mereka akan bersama selamanya nanti,akan | bersama | mereka | nanti | selamanya,bersama
593,1773740696019,KEEP,Kenangan itu terasa hidup selamanya,hidup | itu | kenangan | selamanya | terasa,kenangan
594,1773740703311,KEEP,Aku belum melupakanmu selamanya,aku | belum | melupakanmu | selamanya,melupakanmu
595,1773740716955,KEEP,Cinta ini tidak akan hilang selamanya,akan | cinta | hilang | ini | selamanya | tidak,cinta | hilang
596,1773740726759,KEEP,Aku tidak lagi mencintaimu seperti dulu,aku | dulu | lagi | mencintaimu | seperti | tidak,seperti
597,1773740732373,KEEP,Pertemuan itu berlangsung lebih lama tadi,berlangsung | itu | lama | lebih | pertemuan | tadi,pertemuan
598,1773740838147,KEEP,Dia memberikan hadiah pada temannya kemarin,dia | hadiah | kemarin | memberikan | pada | temannya,memberikan | temannya
599,1773740911975,KEEP,Jangan membuang makanan yang masih layak,jangan | layak | makanan | masih | membuang | yang,layak
600,1773740917009,KEEP,Dia kayak tidak peduli dengan masalah ini,dengan | dia | ini | kayak | masalah | peduli | tidak,kayak | peduli
601,1773741203980,KEEP,Buku ini belum aku baca sampai selesai,aku | baca | belum | buku | ini | sampai | selesai,baca
602,1773741333759,KEEP,Daun itu jatuh perlahan tadi pagi,daun | itu | jatuh | pagi | perlahan | tadi,perlahan
603,1773741357477,KEEP,Mobil itu bergerak perlahan di jalan sempit,bergerak | di | itu | jalan | mobil | perlahan | sempit,bergerak
604,1773741394735,KEEP,Apakah mesin ini masih bisa bergerak?,apakah | bergerak | bisa | ini | masih | mesin,mesin
605,1773741437941,KEEP,Aku belum bertemu dia sejak kejadian itu,aku | belum | bertemu | dia | itu | kejadian | sejak,kejadian
606,1773741467232,KEEP,Kemungkinan itu belum bisa aku pastikan sekarang,aku | belum | bisa | itu | kemungkinan | pastikan | sekarang,pastikan
607,1773741524086,KEEP,Dia tidak memiliki kekuatan untuk melawan lagi,dia | kekuatan | lagi | melawan | memiliki | tidak | untuk,melawan
608,1773741585548,KEEP,Aku tidak ingin melawan mereka tanpa alasan,aku | alasan | ingin | melawan | mereka | tanpa | tidak,tanpa
609,1773741620349,KEEP,Berapa lama kamu akan tinggal di sini?,akan | berapa | di | kamu | lama | sini | tinggal,berapa
610,1773826012093,KEEP,Apakah kamu pernah tidur di loteng?,apakah | di | kamu | loteng | pernah | tidur,loteng
611,1773826047258,KEEP,Dia tidak terlalu manja lagi sekarang,dia | lagi | manja | sekarang | terlalu | tidak,manja
612,1773826079269,KEEP,Aku akan terlihat manja di depanmu?,akan | aku | depanmu | di | manja | terlihat,depanmu
613,1773826125052,KEEP,Bangunan itu merupakan peninggalan kolonial lama,bangunan | itu | kolonial | lama | merupakan | peninggalan,bangunan | kolonial | merupakan | peninggalan
614,1773826154177,KEEP,Bangunan itu belum selesai dibangun sekarang,bangunan | belum | dibangun | itu | sekarang | selesai,dibangun
615,1773826166778,KEEP,Apakah ini terasa seperti surga bagimu?,apakah | bagimu | ini | seperti | surga | terasa,surga
616,1773826179477,KEEP,Lapisan es itu sangat tipis pagi ini,es | ini | itu | lapisan | pagi | sangat | tipis,lapisan | tipis
617,1773826564286,KEEP,Biar aku yang urus ini nanti,aku | biar | ini | nanti | urus | yang,biar | urus
618,1773826587150,KEEP,Aku tidak yakin dia akan datang,akan | aku | datang | dia | tidak | yakin,yakin
619,1773826609274,KEEP,Kenapa tugas ini terasa sangat susah?,ini | kenapa | sangat | susah | terasa | tugas,susah
620,1773826625695,KEEP,Aku sudah ngomong jujur tadi,aku | jujur | ngomong | sudah | tadi,ngomong
621,1773826631586,KEEP,Aku belum ngerti maksudnya sampai sekarang,aku | belum | maksudnya | ngerti | sampai | sekarang,maksudnya | ngerti
622,1773826660336,KEEP,Kucing itu dulu tidak gendut sama sekali,dulu | gendut | itu | kucing | sama | sekali | tidak,gendut | sama | sekali
623,1773826679257,KEEP,Aku butuh jeda sebelum lanjut bicara,aku | bicara | butuh | jeda | lanjut | sebelum,butuh | jeda | lanjut
624,1773826853485,KEEP,Tolong putar musik itu lagi nanti,itu | lagi | musik | nanti | putar | tolong,putar
625,1773826896701,KEEP,Aku sedang belajar kelola waktu lebih baik,aku | baik | belajar | kelola | lebih | sedang | waktu,kelola
626,1773826982874,KEEP,Dia sudah tolak tawaran itu kemarin,dia | itu | kemarin | sudah | tawaran | tolak,tolak
627,1773827008471,KEEP,Coba tetap tenang saat situasi kacau,coba | kacau | saat | situasi | tenang | tetap,coba | kacau | situasi
